Date	Title
2013-05-10 	Samsung Galaxy S4: Size matters, but isn’t everything
2013-05-10 	S.Korea's Doosan decides against bid for Novaled AG
2013-05-10 	South Korean shares fall as weaker yen slams exporters
2013-05-13 	Sharp to seek Samsung edge for survival as Apple sales lose steam
2013-05-13 	Seoul shares end firmer, lifted by telcos; shipyards weigh
2013-05-13 	Seoul shares end firm lifted by telcos; shipyards weigh
2013-05-14 	GDF Suez wins contract to build Uruguay LNG plant -source
2013-05-14 	BlackBerry unveils new mid-tier smartphone
2013-05-14 	Nokia unveils new metal-body Lumia smartphone
2013-05-15 	Google says 900 mln Android mobile devices activated
2013-05-16 	Banks, exporters lead gains in South Korean shares; shipyards fall
2013-05-22 	Sony cuts sales target for cameras, smartphones for 2014-15
2013-05-22 	Seoul shares slip amid Fed worries, defensives shine
2013-05-23 	Seoul shares drop 1.2 pct; Nikkei, China PMI spark investor jitters
2013-05-23 	U.N. investigator seeks world moratorium on 'killer robots'
2013-05-23 	"U.N. investigator seeks world moratorium on ""killer robots"""
2013-05-26 	Europe investigates Apple's iPhone tactics: FT
2013-05-27 	EU quizzes telcos on Apple sales tactics against rivals
2013-05-29 	Seoul shares sail past 2,000-mark on foreign, pension funds demand
2013-05-29 	Seoul shares rebound from early slip, autos gain on firmer yen
2013-05-29 	Motorola hits comeback trail with new U.S.-made phone
2013-05-29 	Korea Hot Stocks-Samsung SDI shares jump on nuclear reactor shutdown
2013-05-29 	Avago forecasts strong third quarter revenue on smartphone demand
2013-05-30 	Intel scores major win in new Samsung Galaxy tablet: source
2013-05-30 	Intel scores major win in new Samsung Galaxy tablet -source
2013-05-30 	Samsung unveils Galaxy S4 mini phone to target mid-tier market
2013-05-31 	South Korea's Samsung Techwin wins $537 million order from General Electric
2013-05-31 	Seoul shares rise as Fed stimulus worries ease; autos firm
2013-05-31 	S.Korea's Samsung Techwin wins $537 mln order from General Electric
2013-06-03 	Fidelity Contrafund cut Apple stake by 9 percent in April
2013-06-03 	ARM unveils new processor for mid-range mobile devices
2013-06-03 	Ericsson sees smartphone subscriptions rising to 4.5 bln by 2018
2013-06-03 	Samsung unveils first Android tablet using Intel chip
2013-06-04 	U.S. agency: Apple infringes Samsung patent on older iPhones, iPads
2013-06-04 	Intel sees tablet-chip efforts paying off this year
2013-06-05 	Dubai's Arabtec says project wins to boost 2013 earnings
2013-06-05 	BlackBerry says majority of top U.S. firms testing its new devices
2013-06-05 	U.S. prosecutors push for 'kill switch' to prevent smartphone thefts
2013-06-05 	Prosecutors push for 'kill switch' to prevent smartphone thefts
2013-06-05 	Apple patent case exposes trade arbiter’s flaws
2013-06-06 	Samsung Elec shares hit 7-week low on worries of slowing growth
2013-06-06 	Seoul shares retreat; Samsung Electronics drops more than 3 pct
2013-06-07 	Micron deal for Elpida Memory appears to clear legal hurdle
2013-06-07 	CANADA STOCKS-TSX may open higher after U.S., Canada jobs data
2013-06-07 	Seoul shares see largest slide in 11 months; Samsung Elec dives 6 pct
2013-06-07 	Samsung Electronics loses $12 billion market value on smartphone worries
2013-06-09 	Seoul shares may bounce after sharp fall, eyes on Samsung Elec
2013-06-09 	Seoul shares open higher, Samsung Elec continues fall
2013-06-09 	Seoul shares edge up as Samsung Electronics recovers
2013-06-10 	S.Korean shares turn lower as Samsung Elec extends slump
2013-06-10 	Samsung Heavy wins $516 mln ship order from Europe
2013-06-10 	Seoul shares end up 0.5 pct lifted by techs, but Samsung slips
2013-06-10 	Samsung Electronics drops 3 percent on mobile growth worries
2013-06-10 	How Huawei can dial down the fear factor
2013-06-10 	S.Korea's Hyundai Rotem wins approval for IPO
2013-06-11 	Seoul shares fall on global equities jitters over BOJ tactics
2013-06-11 	S.Korea's Samsung Heavy wins $1.3 bln order from Statoil
2013-06-11 	Seoul shares fall 0.6 pct as Samsung Elec slides
2013-06-11 	South Korea's Samsung Heavy wins $1.3 billion order from Statoil
2013-06-11 	Korea Hot Stocks-KEPCO E&C tumbles amid order worries
2013-06-12 	REFILE-South Korean shares end lower on fear of c.banks winding down stimulus
2013-06-12 	Seoul shares end lower on foreign selling; Samsung Elec slips
2013-06-12 	Samsung Heavy's Nigerian unit wins $3 bln vessel order
2013-06-12 	Samsung opens new R&D facility in Nokia's backyard
2013-06-13 	Seoul shares end at 7-month low on foreign selling
2013-06-13 	Seoul shares rebound after sharp selloff, sentiment still fragile
2013-06-13 	U.S. officials push cellphone makers to add theft deterrents
2013-06-14 	Seoul shares end up in cautious rebound; Samsung Elec gains
2013-06-16 	Samsung analysts ask hard questions as S4 marketing charm wears off
2013-06-17 	Seoul shares may edge up in cautious trade ahead of Fed
2013-06-17 	S.Korea shares slip amid Fed stimulus worries; Samsung Elec dips
2013-06-18 	Huawei launches world's slimmest smartphone
2013-06-18 	Seoul shares rise 0.9 pct as autos, techs fuel gains
2013-06-19 	Seoul shares slide on foreign selling, techs
2013-06-19 	Seoul shares hit 7-mth low after Fed comments
2013-06-19 	Seoul shares slip on foreign selling, techs as Fed awaited
2013-06-20 	Seoul shares seen deepening losses as Fed plans hit global equities
2013-06-20 	Korea Hot Stocks-POSCO hits 4-year-low on China growth jitters
2013-06-20 	Seoul shares end near 11-month low; China outlook, Fed weigh
2013-06-20 	Seoul shares slump to fresh 11-mth low, Samsung Elec tumbles
2013-06-20 	SGL, Samsung set up carbon fibre composites joint venture
2013-06-21 	Billboard chart won't count Jay Z sales from Samsung album deal
2013-06-21 	Spreadtrum gets $1.38 billion buyout offer from China's Tsinghua Holdings
2013-06-25 	Chipmaker Synaptics raises revenue outlook for current quarter
2013-06-26 	S.Korean shares extend gains on Samsung Elec, foreign buying
2013-06-27 	Seoul shares gain 2.9 pct, buoyed by Samsung Elec, foreign buying
2013-06-27 	S.Korean shares rebound for 2nd day on renewed foreign interest
2013-06-28 	South Korea shares end up on foreign buying, easing Fed jitters
2013-06-28 	Intel's new CEO focused on mobile chips, cautious on TV
2013-06-28 	Seoul shares end up 1.6 pct fuelled by foreign buying
2013-07-01 	Samsung Heavy wins $718 mln order for semi-submersible rig
2013-07-01 	Seoul shares see limited gains, SK Hynix tumbles
2013-07-01 	Best Buy shares rise after Credit Suisse cheers turnaround efforts
2013-07-03 	Samsung Electronics acquires TV DVR start-up Boxee
2013-07-04 	Samsung estimates second-quarter profit at record high, misses forecast
2013-07-04 	Samsung Electric estimates Q2 profit at record high, misses forecast
2013-07-04 	REFILE-South Korea shares trim gains as Samsung Elec misses estimates
2013-07-05 	S.Korea won edges down, tracking stocks' weak lead
2013-07-05 	South Korea shares end down 0.3 pct as Samsung Elec sags
2013-07-07 	Seoul shares dip as Asiana Airlines, Samsung Elec tumble
2013-07-08 	Seoul shares end down 0.9 pct weighed by Samsung Elec, Asiana
2013-07-09 	CEO says BlackBerry on right path, open to all options
2013-07-09 	Seoul shares rise 0.7 pct; tech, auto heavyweights gain
2013-07-10 	Seoul shares fall on China growth worries, foreign selling
2013-07-11 	Seoul shares extend gains to more than 2.5 pct
2013-07-11 	Nokia unveils new Lumia smartphone with 41-megapixel camera
2013-07-11 	Seoul shares end at 3-wk closing high, Samsung Elec jumps
2013-07-11 	Samsung Electronics shares extend gains to 4 pct
2013-07-14 	S.Korea's Samsung Heavy wins $1 bln order for 2 drillships
2013-07-14 	S.Korea export boom to ASEAN may be less than meets the eye
2013-07-15 	Seoul shares end up 0.3 pct helped by China GDP, shipyards
2013-07-15 	S.Korea won edges higher on offshore dollar-selling
2013-07-15 	Seoul shares slip in cautious mood; solar energy stocks rally
2013-07-16 	German TV maker Loewe applies for protection from creditors
2013-07-17 	S.Korean shares hit 1-mth closing high as large caps rally
2013-07-17 	Seoul shares retreat from 1-month high; Samsung Elec dips
2013-07-18 	Nokia sells fewer handsets than expected in Q2
2013-07-18 	Seoul shares slip 0.6 pct as techs weigh; KEPCO rallies
2013-07-18 	Apple supplier LG Display seeks to broaden smartphone client base
2013-07-18 	LG Display Q2 profit up as firm TV panel prices mask weaker Apple orders
2013-07-18 	Sharp aims to raise $1 billion from share sales by end-Sept: Kyodo
2013-07-18 	Weak sales to PC makers weigh on Fairchild Semi outlook
2013-07-19 	Seadrill wins $150 mln Chevron deal for new drillship
2013-07-21 	Seoul shares gain 0.7 pct on China optimism; techs lead
2013-07-22 	Seoul shares end up 0.5 pct as shipyards rally; autos drag
2013-07-22 	Seoul shares gain 1 pct as large caps rally; POSCO climbs
2013-07-23 	For the mobile Internet, tomorrow belongs to Asia
2013-07-23 	Broadcom's third-quarter outlook adds to smartphone jitters
2013-07-23 	Nokia unveils bigger-screen version of low-price Lumia
2013-07-23 	Seoul shares hit near 6-wk closing high; large caps rally
2013-07-24 	Licensing demand helps chip designer ARM beat expectations
2013-07-24 	LG Elec second-quarter profit dips on weak TV recovery; sets smartphone sales record
2013-07-24 	LG Elec Q2 profit dips on weak TV recovery; sets smartphone sales record
2013-07-24 	Apple wobbles in China as rivals offer more, for less
2013-07-25 	Samsung sees smartphone ASP down in Q3 due to cheaper models
2013-07-25 	Samsung sees smartphone ASP down in third-quarter due to cheaper models
2013-07-25 	Samsung sells 76 mln smartphones in Q2, boosting market share-report
2013-07-25 	Samsung sells 76 million smartphones in second quarter, boosting market share: report
2013-07-25 	Seoul shares seen flat, investors look to earnings for direction
2013-07-25 	Disappointing mobile growth takes shine off Samsung Elec Q2 profit record
2013-07-25 	Disappointing mobile growth takes shine off Samsung Electronics second-quarter profit record
2013-07-25 	Apple asks Obama to take a stand on injunctions and essential patents
2013-07-25 	BlackBerry lays off 250 employees in latest round of cuts
2013-07-26 	Insight: How Samsung is beating Apple in China
2013-07-26 	Seoul shares close steady; Samsung Elec eases after results
2013-07-26 	INSIGHT-How Samsung is beating Apple in China
2013-07-29 	Seoul shares edge up on autos; techs, telcos ease
2013-07-29 	Seoul shares dip 0.6 pct amid caution, techs weigh
2013-07-29 	South Korea's Samsung C&T wins $2 billion order in Saudi Arabia
2013-07-29 	S.Korea's Samsung C&T wins $2 bln order in Saudi Arabia
2013-07-30 	HTC warns of third-quarter revenue slide, turnaround prospects bleak
2013-07-30 	HTC sees Q3 revenue sliding as much as 30 pct, missing forecasts
2013-07-30 	British chipmaker Wolfson hit by smartphone weakness in Q2
2013-07-31 	CORRECTED-Toshiba's quarterly profit misses forecasts, TVs and PCs weigh
2013-07-31 	Toshiba's quarterly profit misses forecasts, TVs and PCs weigh
2013-08-01 	Synaptics beats estimates on demand from mobile phone makers
2013-08-01 	Japan's Sharp ekes out surprise Q1 profit on road to recovery
2013-08-01 	Japan's Sharp ekes out surprise first-quarter profit on road to recovery
2013-08-01 	S.Korean shares up, headed for 4th straight weekly gain
2013-08-01 	Google bets customization will be Moto's X-factor
2013-08-01 	Korea Hot Stocks-Samsung Engineering shares rally after CEO fired
2013-08-01 	Audience Inc joins list of hurting Samsung suppliers
2013-08-01 	U.S. ITC delays word on whether Samsung infringes Apple's patents
2013-08-01 	US ITC delays decision on whether Samsung infringes Apple's patents
2013-08-03 	CORRECTED-UPDATE 2-Obama administration overturns ban on some iPad, iPhones
2013-08-03 	Obama administration overturns ban on some iPad, iPhones
2013-08-05 	Sony rejects Third Point's proposal to spin off entertainment unit
2013-08-05 	Seoul shares dip in slow morning trade
2013-08-05 	South Korea says concerned about U.S. decision on some Apple models
2013-08-05 	S.Korea says concerned about U.S. decision on some Apple models
2013-08-06 	S.Korean shares slip 0.5 pct on renewed tapering concerns
2013-08-06 	South Korean shares fall 1 pct on Samsung Elec slide, Fed uncertainty
2013-08-08 	Seoul shares edge higher as Samsung rallies, gains limited by China
2013-08-09 	US trade panel: Samsung Electronics infringes Apple patents
2013-08-09 	Samsung Electronics infringes Apple patents: U.S. trade panel
2013-08-09 	S.Korean shares end lower, weighed by Hyundai strike vote
2013-08-09 	Apple patent wins could mean U.S. import ban for Samsung
2013-08-09 	U.S. court hears arguments in Apple's case against Samsung
2013-08-11 	S.Korea shares edge up on heavyweights; Fed worries cap rise
2013-08-12 	Money damages should be good enough for Apple in smartphone wars
2013-08-12 	S.Korea shares inch up as traders await US data
2013-08-14 	STOCKS NEWS INDONESIA-Tiphone Mobile jumps on Samsung distributor takeover
2013-08-15 	Applied Materials revenue falls on lower chip equipment orders
2013-08-19 	Seoul shares slip; foreigners, shipbuilders limit loss
2013-08-19 	S.Korea's Samsung Heavy wins $400 mln order for two LNG carriers
2013-08-20 	Tight cost controls boost Best Buy's profit
2013-08-21 	Semtech expects lower demand from smartphone makers, shares fall
2013-08-21 	S.Korea shares suffer weakest close in 5 wks on Fed stimulus jitters
2013-08-22 	Seoul shares rise on bullish U.S., euro zone data
2013-08-23 	REFILE-Apple, Samsung do not have to disclose profit details -court
2013-08-23 	S.Korea shares snap 5-day losing streak as tech, shipyards rally
